Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
38471.72032,40,2,Self_Employed,Tier_1,11541.51609,4052.719626,1626.486382,4611.311739,2165.917889,1893.092352,1226.867751,3050.723422,1273.812359,2995.420147,388.8484399,5.946487994,2287.71623,3645.004115,509.9692231,299.0615085,439.0642753,81.81164216,644.1185797,59.26035441,7.556359056,104.2956001
97659.05237,38,3,Student,Tier_1,29297.71571,18948.13397,2926.335533,10915.28637,7513.283479,4866.84455,4367.944542,5436.157828,2942.981177,9340.422282,2484.119995,14.0238441,0,-1380.173067,2700.911426,839.1747788,493.1622524,418.5545775,1585.40999,133.6452743,248.0465249,372.155828
59580.30582,31,3,Retired,Tier_2,11916.06116,0,1978.641467,6864.606619,4508.157332,1312.080272,2952.575037,2993.288848,2911.606049,5304.81484,616.3291154,13.44438426,8010.205259,18222.14508,1926.467535,1321.011296,306.4313426,400.3085333,864.4227045,42.97157036,41.52732185,179.9931672
26396.89944,38,1,Self_Employed,Tier_2,5279.379887,2833.154029,866.7597813,2751.611889,1838.23647,641.8813053,1199.090649,2096.539082,836.0470892,2568.411292,384.1646377,8.118431764,2143.014269,5101.623325,456.3321306,121.7678108,114.4797223,212.1982841,395.0328016,15.67972172,118.7790665,71.14158942
29547.06499,29,4,Self_Employed,Tier_3,4432.059748,0,1175.07157,3299.237956,2193.915715,1417.416503,772.0969772,2349.068831,1043.056006,2839.890681,439.8831581,5.429489373,1604.254754,9585.367844,879.1230273,178.2564655,364.8718013,161.7756632,470.9429181,48.20782711,21.08960742,26.28841001
13452.6201,59,1,Professional,Tier_1,4035.78603,0,287.6562055,1469.689988,958.5476676,627.9341785,432.6419731,945.9564091,641.6762658,893.3526465,350.3275876,6.186264338,832.2146397,2809.051147,193.944619,74.32562731,112.4413559,128.0400735,83.7846562,7.034809335,13.15851631,45.19059668
29558.95882,63,3,Self_Employed,Tier_1,8867.687646,3215.37865,905.8713999,3639.059062,1539.096432,794.8843551,928.4409562,1974.626801,1316.735438,2213.491717,483.7908762,8.298593313,2452.97778,3679.895486,1012.109679,340.6824175,53.4362299,129.922719,208.2779795,46.14453138,27.10584582,32.97567587
23813.92445,64,0,Professional,Tier_1,7144.177335,3920.496969,545.4635253,3546.81265,1773.323838,1057.555808,1117.932812,1693.749596,1063.35922,0,251.2199071,5.919586784,1409.685924,1699.832789,504.3858353,151.3762161,133.6393475,262.165286,255.4387899,46.3528229,0,36.62589683
38836.95454,22,0,Retired,Tier_2,7767.390908,4043.889152,833.2413049,5201.505527,2476.19279,1526.734644,1136.552838,2356.55821,1666.030135,0,516.137829,5.749737905,2233.023096,11312.7212,325.306214,487.4732986,437.948544,265.4756733,665.9612024,81.91250737,0,82.54081317
15477.89113,19,2,Professional,Tier_2,3095.578226,0,347.4884394,1694.503804,1009.324569,477.9410575,324.3008875,730.9101039,523.2158239,1270.724428,414.5718926,9.861396896,1526.336275,5589.331896,187.8786384,152.7043048,27.05287857,53.44250451,103.8616578,2.582491242,27.82075604,47.28094478
45452.80764,39,2,Student,Tier_2,9090.561529,0,1483.581873,6609.13058,3607.174183,1119.979408,1699.906493,2717.834357,1980.780415,3117.540895,917.7539704,12.36238983,5619.053269,13108.56394,622.7786939,340.2272642,116.4071639,468.7280076,600.8419227,52.09082327,23.01284941,56.21110452
102246.6991,23,4,Retired,Tier_1,30674.00974,0,4173.815631,11027.69989,8034.552566,3118.263502,3602.731516,6164.634541,3681.625275,8771.777219,2430.436628,17.98773186,18391.86208,20567.15263,1984.571434,2379.141418,784.5862411,522.1739841,546.5413657,20.63127822,298.1074371,648.5661832
27500.0896,61,4,Student,Tier_2,5500.01792,2727.387967,931.9967346,3473.115027,1612.612264,1033.587656,785.5891443,2029.325288,1069.219719,2463.503641,372.4943608,5.177033941,1423.688972,5501.23988,319.5008479,133.1756294,223.1104389,233.3309801,284.4582173,44.279201,58.37092606,56.44324634
41370.44592,19,4,Retired,Tier_2,8274.089185,0,1131.057795,5458.309836,2530.710037,1239.225482,2024.860458,2007.028311,1745.948696,3569.583276,942.7451098,11.62330595,4808.613504,12446.88774,1154.934623,629.6046602,227.921865,485.0734387,326.8589868,60.48920413,122.5761015,63.36167203
52107.6919,46,4,Self_Employed,Tier_2,10421.53838,4056.067396,2060.147218,6153.539909,2644.753481,2241.769581,2497.026402,3327.774169,1900.065608,2802.354164,834.768532,12.17268177,6342.903513,13167.88706,1344.972695,397.0551491,289.8748284,535.8401748,218.2086658,94.84640313,28.21555022,86.40022099
21763.21162,53,0,Retired,Tier_2,4352.642325,0,567.1982755,3043.868873,1364.328773,742.024005,820.2077179,1731.768036,662.9801896,0,294.1561347,7.12603571,1550.854232,8184.037295,396.8810707,185.2502817,134.0708115,73.31746779,436.0538556,22.33409573,0,49.58303829
35890.45444,24,3,Student,Tier_1,10767.13633,0,1125.467514,3830.362312,2107.458218,976.1687701,742.9454191,2021.151491,1576.954865,3401.752898,528.1850161,5.689681514,2042.052552,8812.871605,394.5072069,307.9335344,98.55623396,159.0669176,316.8073084,42.02246186,65.39422124,37.95622025
30303.745,33,4,Retired,Tier_3,4545.56175,0,1471.508183,3827.861427,1556.637019,1422.186533,1513.146323,2334.897092,927.3171268,2667.044389,709.3588291,5.319763397,1612.087534,9328.22633,1099.143754,432.2633425,92.71611954,315.1554544,600.9377109,40.54377581,110.2105912,137.4814017
32438.2493,50,1,Student,Tier_2,6487.64986,0,1455.858991,3792.515602,1936.520442,981.5768876,963.7310203,1850.380744,1096.236307,1828.676701,914.2060932,7.994376631,2593.235822,11130.89665,496.9065209,196.379043,122.2323697,82.43254439,93.39014438,48.81628081,60.84661874,113.7435218
16164.04861,50,4,Self_Employed,Tier_3,2424.607292,1023.93898,766.2751349,1625.13984,1094.367144,327.0162258,733.2743206,1264.198081,752.0942337,1072.504148,468.9500282,5.066674616,818.9797479,4611.683184,270.3576112,91.83448963,61.95343349,137.733508,199.9297325,21.25215215,13.39416587,130.915904
30594.04925,31,0,Student,Tier_2,6118.80985,0,757.0937452,3777.511735,1890.123135,1340.765698,718.332753,1241.997721,1064.799314,0,542.7061192,5.505666319,1684.406265,13141.90918,416.7782978,281.8994773,346.4804118,91.30974326,116.3941102,29.65237147,0,99.55062986
44683.12952,60,2,Professional,Tier_1,13404.93886,0,1725.79886,5361.678112,2545.171663,1062.452061,1440.447501,2153.654192,2120.021916,2713.444359,468.6759125,12.16342098,5434.997149,11686.84609,446.0497423,738.2297824,63.45205174,239.5291088,258.12636,99.4760509,76.40528224,49.38307831
95785.59113,29,1,Retired,Tier_2,19157.11823,16824.69566,2806.351198,10440.79384,5004.097012,4610.146074,3374.165459,6131.270633,4444.024647,7928.003071,1721.248262,12.04018334,11532.76079,13343.67704,1607.601047,1041.890378,865.9246711,340.5991012,385.5759855,171.4551223,231.1724954,436.0690628
64625.82137,60,4,Student,Tier_2,12925.16427,0,2875.416161,7690.503522,4792.000956,1386.216637,1424.53018,5165.429994,2980.161814,6458.107487,1620.647676,12.17207093,7866.300813,17307.64267,970.6413768,1269.609282,276.2014135,210.9889912,546.6028655,126.3524226,132.733838,326.245052
167962.938,23,0,Student,Tier_2,33592.58759,0,5649.474101,18205.64192,9510.347416,5381.376603,3818.408729,7291.09893,7179.359463,0,4752.038563,18.43927458,30971.14732,72582.60464,4694.462665,2109.40646,532.4028685,240.5508109,1946.13535,8.981055123,0,1308.127316
16237.43423,29,2,Student,Tier_2,3247.486846,0,683.4811036,1981.801176,1228.825846,648.5597349,520.8380602,786.5550687,684.7708593,1454.025793,377.567909,6.101033071,990.6512321,4623.521832,306.1949381,297.3280101,85.66893304,115.1801638,162.8372488,24.33190903,26.91664898,91.57835716
60283.22611,48,4,Professional,Tier_1,18084.96783,7317.905373,1769.419186,7303.238522,3684.207048,1378.004368,1482.859134,3662.498479,2284.637631,5481.251302,723.3680089,10.4589983,6305.021596,7110.869225,868.7499153,808.104181,99.26406064,232.5780529,1028.165461,50.26620346,209.8168829,159.9259716
34739.2783,29,0,Self_Employed,Tier_1,10421.78349,0,766.2750809,4540.266601,2705.97287,1589.127204,1091.428444,1493.891149,1191.432699,0,353.7667923,7.527578841,2615.026563,10585.33397,781.9157951,207.3688312,361.7172304,274.6373058,205.2344092,26.88631454,0,53.08525363
172956.4326,27,0,Professional,Tier_1,51886.92979,0,7361.994434,19681.95999,13795.41932,7806.639,7805.60143,13133.05572,5651.85993,0,2659.652173,22.51653879,38943.80224,43173.32083,1444.024514,3450.887248,405.6792484,1542.14084,3305.842854,281.1914379,0,628.3824278
15714.10558,57,3,Self_Employed,Tier_3,2357.115837,0,598.1270877,1727.212459,1047.631955,718.033192,470.083671,1253.666323,631.4480717,959.8869096,239.0894605,5.822052596,914.8834917,5711.81061,338.9270896,54.77360564,83.66024963,48.77223754,74.52392344,21.24622681,38.59181892,63.68062363
15323.99511,44,0,Professional,Tier_1,4597.198534,0,704.8725728,2079.894598,1010.735501,441.196954,702.6242522,620.2774453,684.0685659,0,223.4676311,8.341021435,1278.177717,4259.659058,565.3610225,129.9119349,67.439527,58.78130574,51.18273739,25.2861942,0,51.0058622
18572.52365,24,4,Student,Tier_2,3714.50473,0,435.8737887,2587.061396,1129.402972,416.5211501,382.5908592,870.1620804,587.4213603,1022.668844,513.5031408,7.81306374,1451.083111,6912.813327,520.5153778,311.2129201,104.6038058,75.41779474,187.7614773,23.4076495,23.72518455,48.3500443
5485.349452,63,0,Professional,Tier_2,1097.06989,0,269.2713484,562.6106425,421.9655165,242.8158014,167.3685945,384.304847,228.6903691,0,134.4556296,7.543126416,413.7668436,1976.796813,89.16360621,84.54790371,35.60811862,24.94319103,97.2459614,2.292741689,0,17.85620009
19699.50216,53,1,Retired,Tier_2,3939.900432,2908.726002,933.5676144,2484.593767,1156.673142,914.4615963,941.0436703,1536.673555,761.1085442,1519.909662,219.313925,9.078461285,1788.411677,2383.530249,400.0248606,146.6719732,201.8286806,59.93185483,209.2890278,12.94977842,70.93042359,44.35651916
16344.49678,50,0,Self_Employed,Tier_3,2451.674517,0,646.849436,2026.735382,1107.087984,486.8376463,622.544792,855.6264603,594.1674607,0,481.4821245,7.766284824,1269.360173,7071.490979,216.8526731,306.7860514,74.40721887,179.7616542,165.3803236,18.12118026,0,139.2216162
33835.56306,44,0,Student,Tier_1,10150.66892,4117.864831,1210.151359,4124.647833,2324.635134,1263.05841,1043.810386,2018.905564,1463.417602,0,589.5499085,6.742066658,2281.216215,5528.853113,1111.092504,279.3591205,311.1814782,140.171047,124.8388859,7.723117445,0,51.33681557
39432.96582,25,1,Self_Employed,Tier_1,11829.88974,0,1260.840063,3988.215958,3089.981516,1697.577099,1866.6275,2871.208954,1685.201694,3225.890006,1171.926662,9.844407087,3881.941681,6745.606619,1134.174318,249.9848287,363.803291,514.3245289,521.3115001,18.41464085,151.4188362,230.8716821
134576.6672,22,4,Student,Tier_2,26915.33344,0,3072.781015,17108.89765,8445.743823,5746.044425,4670.103632,7936.21193,6097.654211,8201.145503,3786.758832,22.57413838,30379.52308,42595.99274,1703.762429,1853.291474,1023.693204,670.3240796,1025.893454,158.3782781,3.01479472,832.1705917
64170.0411,25,2,Student,Tier_2,12834.00822,0,3071.405025,8465.614386,3717.842224,1601.561647,1290.391044,5071.852266,2339.280966,4325.657087,1381.235749,11.62254427,7458.191432,20071.19248,1995.206922,1045.661751,101.7227751,344.798676,872.0098256,57.32545326,136.6010736,329.5686566
18909.6894,57,3,Retired,Tier_2,3781.937879,0,488.8871984,2667.038488,1153.588096,626.4121284,492.070033,1436.941992,627.97519,1888.662278,560.2685618,7.926415732,1498.860595,5185.907552,142.090672,267.7302398,110.6687626,52.20549325,154.8617559,27.32452582,58.1139989,144.6150674
14621.09932,38,2,Professional,Tier_2,2924.219865,0,449.0493797,2029.796588,1038.359997,299.4040752,549.8583516,942.0449655,712.6417192,884.3856231,428.2259504,8.74551937,1278.691073,4363.112808,479.9254914,72.87959795,59.25120296,161.5469362,123.8977733,34.91097079,27.29451684,124.6254402
44466.3498,41,4,Retired,Tier_3,6669.95247,0,1137.120376,4926.315449,2531.773562,1689.40552,1340.902302,1952.132701,2216.657375,3180.924349,554.1597026,14.63031771,6505.568251,18267.006,346.9675566,305.2569517,334.3422598,351.1763651,512.2987242,103.070547,86.35860288,53.1975811
10433.38557,24,4,Self_Employed,Tier_3,1565.007836,0,290.4322274,1529.709753,676.4653109,258.8089174,362.391322,448.1209683,388.2509525,923.4913362,136.8277791,7.998547694,834.5193214,3853.879172,428.8969667,46.40667801,15.03415163,92.69993432,95.22750649,17.01510558,19.52108634,9.978477822
129847.9817,36,1,Professional,Tier_3,19477.19725,13782.64761,4126.082113,13508.39001,6671.469706,6211.562673,3530.37516,9902.179287,4431.688511,8550.964854,1864.314081,20.62475502,26780.82811,37791.1104,3563.33291,863.4344975,1495.773628,566.1132623,789.178706,52.46712446,293.2209416,221.2571182
77072.72667,48,2,Self_Employed,Tier_2,15414.54533,8577.569265,3152.579224,9829.272722,5263.052491,2194.19808,2180.274009,4609.690035,2725.570494,7267.337952,2240.046522,12.86379482,9914.477417,13618.59054,2727.146548,774.3802713,426.2937092,386.6010841,533.4362132,118.4866413,108.6172802,409.3896992
20611.65845,53,0,Professional,Tier_1,6183.497536,0,913.7920217,2290.594473,1337.713676,702.2451947,499.7450317,936.8688397,972.1097817,0,515.0823553,8.992894864,1853.584774,6260.009543,397.1593331,347.2341386,129.0000017,56.94220924,193.3805327,40.62952756,0,78.85094565
7619.34005,44,1,Retired,Tier_1,2285.802015,0,165.7038552,1021.747327,487.4937824,210.7851728,185.1971484,483.3079804,378.0154214,629.9528961,201.7153585,9.440692862,719.3184923,1569.619094,249.2130851,124.4756098,43.56919432,11.97354833,72.28141265,13.21749329,27.59383285,26.05271739
88614.48049,46,1,Student,Tier_2,17722.8961,0,3939.763895,12465.18632,5026.213745,3137.520789,2679.155182,5671.201983,3740.781924,7324.188538,1407.446173,13.80943628,12237.16022,25500.12585,678.9963874,276.1396029,599.9793912,174.9722456,1189.912122,129.1013587,140.5700221,253.1568675
27373.22937,40,3,Self_Employed,Tier_2,5474.645874,0,1198.765054,3850.91779,1949.692623,819.9613927,1187.833206,1916.316174,1109.010448,2081.253285,561.5881673,7.098735375,1943.153116,7223.245356,1022.561658,521.9921788,147.1526448,164.3051765,122.9441504,0.981679039,73.7392728,132.5471862
80757.46723,37,1,Self_Employed,Tier_2,16151.49345,0,1942.005737,9154.313696,6227.120214,3105.171846,3884.238849,4758.819718,3878.50435,7822.551433,1935.158214,12.28958702,9924.75921,21898.08973,578.8917508,1032.608605,667.258404,769.0378438,331.0686195,59.57710203,192.2150879,359.3325105
8378.385666,23,2,Retired,Tier_2,1675.677133,0,236.5434054,1008.982337,496.4629486,390.2626863,305.7019914,437.3372964,347.267921,580.27765,136.1057432,8.676777177,726.9738553,2763.766553,123.9231838,123.8776056,42.20399426,27.14791375,127.3675615,7.25005395,7.263152785,31.50493838
18572.78548,29,4,Retired,Tier_3,2785.917823,0,418.3328932,2193.089321,1478.751188,823.1552725,387.715829,889.8879834,824.6544545,1138.062283,488.677553,6.203623599,1152.185703,7144.540884,620.9314071,285.0676585,59.79086693,112.8891921,131.8297208,22.92435962,28.97879744,116.0647011
30126.11313,29,3,Professional,Tier_2,6025.222626,0,1040.27502,3149.929339,1604.820901,916.428344,1272.805938,2372.54276,954.02706,1866.012498,826.6510804,8.675283676,2613.525774,10097.39756,199.8266613,360.7174342,154.3843798,269.9681147,279.4636806,5.856237236,21.91591625,119.3831137
31148.99111,20,0,Self_Employed,Tier_1,9344.697334,0,1528.2232,4359.878559,1818.64986,771.2708825,1494.898564,1911.898237,1142.156096,0,629.5746123,5.569748076,1734.920333,8147.74377,975.4353693,300.5942847,123.375857,286.1422292,217.0332334,22.77789964,0,169.4215708
20929.19354,59,2,Retired,Tier_1,6278.758062,1295.751978,968.9269455,2455.661599,1225.118075,783.2388345,845.7576201,1347.038258,838.4815,1956.266708,406.1305782,8.164126239,1708.685781,2528.063383,447.5545286,288.3958084,76.56646094,178.2585086,251.2831454,28.87880486,48.30940484,103.0977078
49376.63455,56,0,Professional,Tier_2,9875.326911,0,2282.217818,5973.891555,3478.797948,1068.318021,2237.234803,2076.65625,1571.411467,0,813.9347718,10.71692066,5291.65475,19998.84501,937.3044277,178.2610809,158.3357656,372.4204855,181.8546158,73.99536785,0,137.2447303
12770.03024,52,1,Professional,Tier_2,2554.006048,0,304.1484211,1711.028637,672.7837916,484.6627574,312.1413672,561.9860389,388.884118,1019.831481,140.2712338,6.134287393,783.3503552,4620.286346,397.1980016,127.5196943,129.0076733,64.71157584,93.98355226,9.244485712,20.74454718,19.3647809
26770.31953,36,2,Self_Employed,Tier_1,8031.095859,0,1259.242602,3516.461201,1811.801048,907.7456164,613.5722855,1871.927334,1069.137974,2361.628472,526.1184292,7.209075511,1929.89255,4801.58871,497.5827644,229.4144532,94.80508029,175.5744194,426.6082241,30.85292863,18.99279629,108.16586
33030.58291,62,3,Professional,Tier_1,9909.174872,0,680.5676531,4684.850865,2573.213443,1022.684734,1456.239345,2230.403248,1471.042606,2631.151143,347.4429846,5.860751043,1935.840232,6023.812012,516.0569569,327.6653372,268.5307683,123.3017325,462.4570238,8.78686306,74.55773533,89.30337953
45274.70323,21,3,Retired,Tier_3,6791.205484,0,1940.953219,5524.53204,3519.120978,1126.82902,1772.539343,2483.01439,2257.767054,4261.826826,495.0090987,10.95977093,4962.003762,15101.90578,606.399872,636.4674275,99.79417069,231.0160305,509.7608823,57.62691723,59.87920243,94.43319229
53010.46167,48,0,Retired,Tier_2,10602.09233,8009.197266,1536.551679,7656.969357,4226.389467,2262.386282,1965.357621,2813.572732,2229.563389,0,1196.382657,10.76111282,5704.515585,10511.99889,1611.641065,456.3347068,250.5685963,232.5705493,763.539046,64.15606086,0,98.67678509
12200.58264,59,4,Retired,Tier_1,3660.174793,0,427.6709592,1823.006575,916.0933709,597.8132404,428.2026616,909.1931414,366.4605142,1186.257745,189.6713752,8.872087239,1082.446336,1696.038267,538.8036408,92.95441293,100.4531851,125.0271518,155.8380381,9.586407183,46.24760083,35.21348784
8792.561193,55,3,Self_Employed,Tier_1,2637.768358,1115.254769,369.4080604,1034.305617,509.140779,219.3114821,263.6197892,675.2454239,325.7875574,553.2405002,229.6509742,9.411875625,827.5449237,859.8278835,127.122448,117.0775319,42.17459833,31.4314774,201.9400341,8.090222616,4.274908712,25.73891018
83374.19418,50,0,Retired,Tier_3,12506.12913,0,3286.368797,9020.145617,4581.79217,2603.141875,3875.504952,5899.044923,2924.333918,0,961.0324453,12.07138819,10064.42263,37716.70036,1797.303883,1350.276435,625.6205917,1042.148655,1102.941663,9.05201545,0,261.156837
39136.22823,23,4,Student,Tier_3,5870.434235,0,1175.987767,4241.840184,2027.115214,1048.963064,915.7611018,1696.661339,1662.481826,2832.935642,1153.914975,7.05079125,2759.413756,16510.13289,699.7156079,344.243445,267.9971633,66.64658853,363.5653176,43.57878037,86.85605403,86.65753862
16484.29571,25,2,Professional,Tier_2,3296.859142,987.9648921,733.9762802,1967.28951,987.282093,822.8583854,795.9611844,1260.758408,521.5562928,925.288543,308.7752258,5.611497032,925.0157644,3875.725752,500.5890912,292.4178982,110.9774534,119.6657913,173.9773929,25.65146554,5.973159205,61.47804765
103763.9868,45,3,Student,Tier_2,20752.79735,0,4105.266655,12521.19123,8129.781143,5094.232309,4675.757326,5616.014308,4190.820033,8617.143259,2820.985406,15.32687756,15903.7792,27239.99773,3327.116768,1579.446715,923.2899806,499.3730841,663.9262396,122.2317683,414.1473434,303.3641166
32908.70094,32,3,Professional,Tier_3,4936.305141,4748.081543,1491.148926,4874.129225,2201.91741,831.4430004,1229.603141,1626.949312,1401.83331,2309.136087,471.9450885,5.681007801,1869.545868,6786.208757,278.4788232,242.1298309,127.0949143,125.1997922,263.049537,61.09526121,88.73026283,69.22032631
77063.91395,48,0,Self_Employed,Tier_1,23119.17419,6276.400211,2388.269061,11006.13482,4647.41777,2150.785921,2427.016816,5957.075833,3749.391135,0,1461.30808,11.55166829,8902.167708,13880.94012,1455.265586,1386.252557,560.6485878,262.4855234,1340.872614,6.753226653,0,96.33901291
31665.00623,25,3,Retired,Tier_2,6333.001246,0,744.8144225,4709.390213,1588.931861,750.6071981,1039.01964,2227.747763,1187.217753,3154.780444,898.9253779,9.674908035,3063.560232,9030.570313,413.9573088,266.7921658,109.3630602,262.167573,396.5173944,3.332618282,49.07886642,231.6066741
155990.5957,23,0,Professional,Tier_1,46797.17872,11039.06161,4860.33097,20093.74001,10491.98051,6064.900711,5147.297599,10240.4441,5417.025279,0,1775.310208,24.25118619,34063.326,34063.326,2358.512673,1397.382605,722.7736928,398.5263994,830.0349891,108.8117357,0,438.3083261
122176.9075,46,3,Professional,Tier_2,24435.38149,0,4256.064957,12441.85706,9646.849359,3948.531566,4274.128373,7073.944482,6086.852162,10645.05929,1338.574882,15.23927699,18618.87735,38029.66385,3589.463938,904.8519736,569.569098,954.2851753,1076.490952,222.3540367,346.6654107,136.4183515
24582.28503,63,0,Retired,Tier_2,4916.457006,0,597.8328155,2872.56135,1963.150849,1177.648692,879.8934215,1553.678618,919.828155,0,513.9681577,7.31241477,1797.558642,9187.265968,826.0126062,397.3330143,108.735842,185.2334191,440.3580384,4.258304043,0,110.3861438
65264.88498,51,3,Self_Employed,Tier_3,9789.732746,0,2405.022877,9334.44667,4335.824206,1949.613619,1384.571246,4255.765066,2109.635438,4072.259242,863.5170095,14.92212545,9738.908011,24764.49686,1580.57073,735.9023033,270.0636705,77.87621418,667.5506456,72.85492669,79.82889091,220.1813008
50274.50759,24,2,Student,Tier_2,10054.90152,0,2002.970732,6378.239551,3761.702686,1721.213238,1304.140531,3905.943494,2196.388719,4670.371267,1173.478762,11.82702774,5945.979957,13105.15709,1743.212044,571.3941328,103.9248157,127.3749673,648.369491,20.02548991,109.5168416,332.0198407
89666.9838,57,2,Self_Employed,Tier_3,13450.04757,17624.74204,1800.282283,11747.69757,4804.298882,3849.778537,3385.552749,4180.510185,3842.57067,5283.447458,1803.798953,14.29909709,12821.56907,17894.25689,2098.680503,361.8184007,786.9472314,465.3905401,758.9132718,135.0457696,195.9388875,366.0003877
13863.48788,27,0,Retired,Tier_2,2772.697577,857.5663505,508.0898989,1813.944139,1105.423232,393.2645033,491.0373009,962.1077258,675.8255572,0,305.6187109,8.886834011,1232.025156,3977.912889,237.2364707,219.6102335,108.9931728,142.9840246,81.44966835,26.15692401,0,32.14509344
51937.36896,30,2,Student,Tier_1,15581.21069,0,1238.09745,7722.465243,3433.86226,1161.631128,2035.516763,2892.789198,2526.128829,3858.073373,1502.518416,10.19239528,5293.661945,9985.075613,485.362899,416.314767,251.9195036,445.5403441,653.7354109,101.0553728,3.448771734,239.9634903
69960.93194,39,0,Retired,Tier_3,10494.13979,0,1698.492635,8865.32402,4308.627079,2465.273857,2900.115993,5434.479027,2517.414555,0,2047.333016,11.75183351,8221.692244,29229.73197,509.9235195,971.0623242,281.7914271,428.6523995,801.7106608,43.24710447,0,164.6727495
7346.366171,38,0,Student,Tier_2,1469.273234,0,229.9829675,991.8103944,449.1225762,263.7306495,205.6988831,375.0684097,300.9134985,0,184.2876999,8.286045093,608.7232137,2876.477858,142.4811478,27.40011161,27.77749868,24.78954949,44.21879422,14.17445984,0,21.38318081
11641.66614,18,1,Professional,Tier_2,2328.333229,1856.645056,265.2627393,1220.758075,865.2769673,487.6925429,513.354689,699.2224099,400.4380309,953.7520318,169.1054039,8.135849469,947.1484331,1881.824969,263.1158248,68.26451042,140.0165739,66.49219829,205.46596,14.59153072,37.23348998,23.94674125
5869.747628,58,2,Retired,Tier_1,1760.924289,907.1736691,218.1375885,718.0160776,457.8618434,218.7696915,173.6512496,252.9638438,226.230958,463.5468748,133.2888747,5.314428074,311.9435158,339.1826688,60.38988551,124.1364473,37.09811923,29.37731484,32.37611297,8.642274806,23.03831037,17.38060529
24183.5322,59,1,Retired,Tier_2,4836.706441,3101.770077,1018.486233,3495.580073,1914.465997,1039.933777,790.6389255,1899.494856,741.8722121,2287.14558,424.8942726,8.709508865,2106.266881,2632.54376,187.732745,531.308166,119.7588463,100.8708446,311.6997841,0.355867068,30.31654369,45.08818844
53262.42903,19,1,Professional,Tier_1,15978.72871,0,1586.838265,7244.633927,3618.329578,2510.951302,2291.012093,2892.208992,2191.957243,4062.892441,1402.608606,11.13384003,5930.153645,9482.267872,1974.685888,314.2710893,293.1486996,116.4213042,653.5375355,46.65441488,90.66322583,172.0787461
99791.5014,46,3,Retired,Tier_1,29937.45042,0,4795.063291,12333.66567,6602.03892,4183.867689,4510.337083,5739.665661,4316.935676,9157.962433,2546.890657,10.14757244,10126.41489,15667.62389,1709.637076,1972.598462,1031.923676,395.9945149,1716.380292,13.60075402,225.0186198,525.4455583
31832.03606,28,0,Student,Tier_1,9549.610818,1999.551694,1315.438769,4353.120679,1877.34469,1409.277992,1577.523464,1681.427227,1558.541356,0,430.5653344,8.176346486,2602.697562,6079.634039,455.1825247,353.3006693,415.0100034,312.8731177,204.605302,27.26758322,0,80.97743649
110397.7572,54,4,Retired,Tier_2,22079.55143,10358.82173,5483.451195,11730.04309,7813.969676,2841.129381,5135.336482,7628.725544,4706.842679,6594.396352,1935.706846,23.44964477,24089.78276,24089.78276,1474.021478,1060.82445,189.2485147,452.0279103,1182.768448,9.091185902,37.7876269,241.0743995
9945.460492,24,1,Self_Employed,Tier_2,1989.092098,737.8763465,379.9515146,1394.759937,540.9475098,252.4381799,356.8769582,795.1966302,443.8470395,797.9318472,101.5379584,9.341090576,929.0144728,2155.004472,297.267629,73.3484901,35.76635726,58.60455729,78.78092716,0.499421777,26.47211602,19.18103783
7679.016125,52,3,Student,Tier_2,1535.803225,1516.759212,259.7415129,1077.114126,612.2767858,243.3681962,360.403194,310.4782684,275.0017284,505.2831298,132.6501897,8.072187794,619.8646023,850.1365568,102.4463656,48.11126087,50.75668351,88.09447415,48.89905454,12.78682462,8.915005902,9.651961475
28696.04254,47,2,Retired,Tier_1,8608.812761,0,1231.625729,3989.142737,2196.408672,682.1150532,1088.44108,2109.160472,1280.972935,2214.906545,355.062264,5.948465879,1706.974299,4939.394288,508.6925374,431.45925,156.2032598,276.0773846,514.0011874,44.85168715,84.11340188,25.80260151
40790.5216,33,4,Professional,Tier_2,8158.104321,0,1298.708994,5196.908071,2795.600182,1462.664189,921.0070407,2626.261255,1464.194383,3712.749821,1201.948149,13.59734678,5546.428675,11952.3752,1367.288769,448.1171671,360.8950929,57.07791694,705.6179427,62.21460851,46.94608232,341.367753
29225.49905,32,0,Self_Employed,Tier_2,5845.099809,1895.499061,585.2060405,2976.085416,1838.753082,1108.916485,754.5822884,1399.813987,1002.606719,0,577.8918259,5.426016275,1585.780335,11241.04433,760.4781795,479.6295601,123.8299045,71.50175971,336.694706,2.410202222,0,110.3243144
5738.763113,57,3,Self_Employed,Tier_1,1721.628934,297.7765615,151.4531419,806.4025805,433.8218166,166.2295498,214.9040917,247.0985047,191.0486207,548.7323042,76.93582991,5.171054904,296.7545914,882.7311779,207.4556279,103.3537988,9.340089636,61.88233992,38.84998167,7.233704518,10.74302013,13.22179166
